Entity,Code,Year,Solar Generation - TWh,Wind Generation - TWh,Hydro Generation - TWh,Geo Biomass Other - TWh
Australia,AUS,1984,0,0,13.1259488,0.441
Australia,AUS,1985,0,0,13.9405106,0.456
Australia,AUS,1986,0,0,14.0257988,0.46
Australia,AUS,1987,0,0,13.613796,0.47
Australia,AUS,1988,0,0,14.3344436,0.731
Australia,AUS,1989,0,0,14.253669,0.81
Australia,AUS,1990,0,0,14.7595,0.7595
Australia,AUS,1991,0.00545,0,15.6535,0.7195
Australia,AUS,1992,0.0121,0,15.9415,0.67
Australia,AUS,1993,0.0146,0.002,16.387,0.67
Australia,AUS,1994,0.0174,0.0055,16.15,0.6965
Australia,AUS,1995,0.02115,0.007,15.631,0.8255
Australia,AUS,1996,0.0256,0.007,15.9685,0.9465
Australia,AUS,1997,0.03065,0.0075,15.9525,0.997
Australia,AUS,1998,0.0356,0.018,15.798,1.081
Australia,AUS,1999,0.0406,0.043,16.2815,1.1335
Australia,AUS,2000,0.04675,0.134,16.4665,0.8895
Australia,AUS,2001,0.05415,0.287,16.1235,0.7975
Australia,AUS,2002,0.0583,0.53355,16.095,1.2668
Australia,AUS,2003,0.0632,0.70405,16.21055,1.6918
Australia,AUS,2004,0.07295,0.795,15.68665,2.81525
Australia,AUS,2005,0.08405,1.29905,15.4657,3.871
Australia,AUS,2006,0.0975,2.1621,14.9451,3.9325
Australia,AUS,2007,0.11375,2.8521,13.04895,4.275
Australia,AUS,2008,0.1392,3.45845,11.81515,3.6961
Australia,AUS,2009,0.29024203,4.43775,12.64205,2.7868
Australia,AUS,2010,0.97764828,4.985,13.746,2.44155
Australia,AUS,2011,2.04454657,6.432,19.572,2.57395
Australia,AUS,2012,2.412,7.725,17.036,3.09785
Australia,AUS,2013,3.8474,9.259,19.089,3.33165
Australia,AUS,2014,4.952,9.777,14.484,3.546362
Australia,AUS,2015,6.195524404,11.83300209,14.08659847,3.678061995
Australia,AUS,2016,7.439775697,13.03970488,17.6294521,3.627512928
Australia,AUS,2017,8.91755657,13.21079043,13.49974762,3.561683859
Australia,AUS,2018,12.33254445,16.26195432,17.33836109,3.58814896
Australia,AUS,2019,18.2969867,19.47168808,14.1138688,3.467726188
Australia,AUS,2020,23.84266127,22.6068918,14.5346444,3.410424136
Austria,AUT,1965,0,0,16.083,0
Austria,AUT,1966,0,0,17.331,0
Austria,AUT,1967,0,0,17.698,0
Austria,AUT,1968,0,0,18.185,0
Austria,AUT,1969,0,0,16.718,0
Austria,AUT,1970,0,0,21.2897,0
Austria,AUT,1971,0,0,16.8201,0
Austria,AUT,1972,0,0,17.2876,0
Austria,AUT,1973,0,0,19.2092,0
Austria,AUT,1974,0,0,22.7122,0
Austria,AUT,1975,0,0,23.7952,0
Austria,AUT,1976,0,0,20.5656,0
Austria,AUT,1977,0,0,24.9208,0
Austria,AUT,1978,0,0,24.9408,0
Austria,AUT,1979,0,0,28.0968,0
Austria,AUT,1980,0,0,29.1099,0
Austria,AUT,1981,0,0,30.8473,0
Austria,AUT,1982,0,0,30.8963,0
Austria,AUT,1983,0,0,30.6063,0
Austria,AUT,1984,0,0,26.849564,0
Austria,AUT,1985,0,0,30.775146,0
Austria,AUT,1986,0,0,30.903927,1.287501
Austria,AUT,1987,0,0,35.387991,0.905816
Austria,AUT,1988,0,0,35.304088,1.04696
Austria,AUT,1989,0,0,35.08243,1.10445
Austria,AUT,1990,0,0,31.509,1.142485
Austria,AUT,1991,0,0,31.4434,1.225832
Austria,AUT,1992,0,0,34.8484,1.329164
Austria,AUT,1993,0.001,0,36.705556,1.361111
Austria,AUT,1994,0.001,0,35.7075,1.210555
Austria,AUT,1995,0.001,0.001,37.067222,1.857221
Austria,AUT,1996,0.001,0.005,34.216111,1.589444
Austria,AUT,1997,0.002,0.02,36.105278,1.711389
Austria,AUT,1998,0.002,0.045,37.163333,1.842777
Austria,AUT,1999,0.002,0.051,40.6991208,1.596911819
Austria,AUT,2000,0.003,0.067,41.83565055,1.52827932
Austria,AUT,2001,0.005,0.172,40.45548165,1.667812
Austria,AUT,2002,0.009,0.203,40.22700281,1.520444
Austria,AUT,2003,0.015,0.366,33.21499204,1.711921
Austria,AUT,2004,0.018,0.924,36.762283,2.05973
Austria,AUT,2005,0.021018375,1.331276757,37.09513834,2.437154339
Austria,AUT,2006,0.022386875,1.752792984,35.65608477,3.237502556
Austria,AUT,2007,0.024238375,2.037184927,37.05445286,4.061606911
Austria,AUT,2008,0.03011991,2.011257409,38.32949104,4.302304141
Austria,AUT,2009,0.04891428,1.954040168,40.89630336,4.277982167
Austria,AUT,2010,0.08881314,2.063913736,38.36341829,4.463430081
Austria,AUT,2011,0.17406996,1.93623636,34.23908351,4.516752009
Austria,AUT,2012,0.33748305,2.462029019,43.80410469,4.608036501
Austria,AUT,2013,0.625974,3.153231562,42.0465273,4.584281709
Austria,AUT,2014,0.785246,3.845768035,41.01025937,4.336296196
Austria,AUT,2015,0.937098,4.840343102,37.05552838,4.503546527
Austria,AUT,2016,1.096016,5.234838273,39.84471615,4.691227039
Austria,AUT,2017,1.268971,6.571511136,38.293433,4.920933436
Austria,AUT,2018,1.455132,6.030429449,37.637911,4.930195781
Austria,AUT,2019,1.702093,7.477363299,40.455346,4.745310238
Austria,AUT,2020,1.590574729,6.794140175,40.95375978,5.253975479
Azerbaijan,AZE,1985,0,0,1.3125618,0
Azerbaijan,AZE,1986,0,0,0.8043308,0
Azerbaijan,AZE,1987,0,0,0.8043308,0
Azerbaijan,AZE,1988,0,0,0.6982652,0
Azerbaijan,AZE,1989,0,0,0.6982652,0
Azerbaijan,AZE,1990,0,0,1.658,0
Azerbaijan,AZE,1991,0,0,1.7593,0
Azerbaijan,AZE,1992,0,0,1.7473,0
Azerbaijan,AZE,1993,0,0,2.426,0
Azerbaijan,AZE,1994,0,0,1.83,0
Azerbaijan,AZE,1995,0,0,1.556,0
Azerbaijan,AZE,1996,0,0,1.537,0
Azerbaijan,AZE,1997,0,0,1.712,0
Azerbaijan,AZE,1998,0,0,1.951,0
Azerbaijan,AZE,1999,0,0,1.506,0
Azerbaijan,AZE,2000,0,0,1.534,0
Azerbaijan,AZE,2001,0,0,1.301,0
Azerbaijan,AZE,2002,0,0,2.02,0
Azerbaijan,AZE,2003,0,0,2.47,0
Azerbaijan,AZE,2004,0,0,2.755,0
Azerbaijan,AZE,2005,0,0,3.0094,0
Azerbaijan,AZE,2006,0,0,2.518,0
Azerbaijan,AZE,2007,0,0,2.364,0
Azerbaijan,AZE,2008,0,0,2.232,0
Azerbaijan,AZE,2009,0,0.0021,2.3084,0
Azerbaijan,AZE,2010,0,0.0005,3.4463,0
Azerbaijan,AZE,2011,0,0,2.6758,0
Azerbaijan,AZE,2012,0,0,1.821,0
Azerbaijan,AZE,2013,0.0008,0.0008,1.4891,0.067
Azerbaijan,AZE,2014,0.0029,0.0023,1.2997,0.087
Azerbaijan,AZE,2015,0.0046,0.0046,1.6375,0.0909
Azerbaijan,AZE,2016,0.0353,0.0228,1.9593,0.08725
Azerbaijan,AZE,2017,0.0372,0.0221,1.7464,0.08515
Azerbaijan,AZE,2018,0.03926,0.0827,1.768,0.0811
Azerbaijan,AZE,2019,0.0442,0.1054,1.5648,0.09795
Azerbaijan,AZE,2020,0.0472,0.0951,1.068,0.098218356
Bangladesh,BGD,1971,0,0,0,0
Bangladesh,BGD,1972,0,0,0.175,0
Bangladesh,BGD,1973,0,0,0.331,0
Bangladesh,BGD,1974,0,0,0.243,0
Bangladesh,BGD,1975,0,0,0.436,0
Bangladesh,BGD,1976,0,0,0.494,0
Bangladesh,BGD,1977,0,0,0.437,0
Bangladesh,BGD,1978,0,0,0.506,0
Bangladesh,BGD,1979,0,0,0.587,0
Bangladesh,BGD,1980,0,0,0.583,0
Bangladesh,BGD,1981,0,0,0.625,0
Bangladesh,BGD,1982,0,0,0.523,0
Bangladesh,BGD,1983,0,0,0.662,0
Bangladesh,BGD,1984,0,0,0.897,0
Bangladesh,BGD,1985,0,0,0.739,0
Bangladesh,BGD,1986,0,0,0.45,0
Bangladesh,BGD,1987,0,0,0.517,0
Bangladesh,BGD,1988,0,0,0.675,0
Bangladesh,BGD,1989,0,0,0.92,0
Bangladesh,BGD,1990,0,0,0.884,0
Bangladesh,BGD,1991,0,0,0.838,0
Bangladesh,BGD,1992,0,0,0.796,0
Bangladesh,BGD,1993,0,0,0.608,0
Bangladesh,BGD,1994,0,0,0.847,0
Bangladesh,BGD,1995,0,0,0.372,0
Bangladesh,BGD,1996,0,0,0.739,0
Bangladesh,BGD,1997,0,0,0.719,0
Bangladesh,BGD,1998,0,0,0.865,0
Bangladesh,BGD,1999,0,0,0.833,0
Bangladesh,BGD,2000,0,0,0.749,0
Bangladesh,BGD,2001,0,0,0.993,0
Bangladesh,BGD,2002,0.0001,0,0.749,0
Bangladesh,BGD,2003,0.0009,0,0.749,0
Bangladesh,BGD,2004,0.0019,0,0.749,0
Bangladesh,BGD,2005,0.0034,0,0.749,0
Bangladesh,BGD,2006,0.0054,0.0016,0.749,0
Bangladesh,BGD,2007,0.009,0.0016,0.749,0
Bangladesh,BGD,2008,0.0152,0.0029,0.95,0
Bangladesh,BGD,2009,0.0251,0.0051,0.417,0.001
Bangladesh,BGD,2010,0.0443,0.0051,0.729,0.002
Bangladesh,BGD,2011,0.0584,0.0051,0.872,0.003
Bangladesh,BGD,2012,0.0909,0.0051,0.777,0.004
Bangladesh,BGD,2013,0.129563,0.005081,0.728378728,0.004993
Bangladesh,BGD,2014,0.166947,0.005081,0.566453438,0.006015
Bangladesh,BGD,2015,0.198389,0.005081,0.898146455,0.002682
Bangladesh,BGD,2016,0.219999,0.005081,0.884632595,0.002877
Bangladesh,BGD,2017,0.253361,0.005081,1.029528088,0.002877
Bangladesh,BGD,2018,0.275068,0.005081,0.865411112,0.002877
Bangladesh,BGD,2019,0.349231785,0.005081,0.823091189,0.002877
Bangladesh,BGD,2020,0.412784892,0.005081,0.700670737,0.003035367
Belarus,BLR,1985,0,0,0.02,0
Belarus,BLR,1986,0,0,0.02,0
Belarus,BLR,1987,0,0,0.02,0
Belarus,BLR,1988,0,0,0.02,0
Belarus,BLR,1989,0,0,0.02,0
Belarus,BLR,1990,0,0,0.02,0
Belarus,BLR,1991,0,0,0.018,0
Belarus,BLR,1992,0,0,0.017,0
Belarus,BLR,1993,0,0,0.019,0
Belarus,BLR,1994,0,0,0.019,0
Belarus,BLR,1995,0,0,0.02,0
Belarus,BLR,1996,0,0,0.016,0
Belarus,BLR,1997,0,0,0.021,0
Belarus,BLR,1998,0,0,0.028,0
Belarus,BLR,1999,0,0,0.019,0
Belarus,BLR,2000,0,0,0.027,0
Belarus,BLR,2001,0,0,0.03,0
Belarus,BLR,2002,0,0,0.029,0
Belarus,BLR,2003,0,0,0.028,0
Belarus,BLR,2004,0,0.001010101,0.033,0
Belarus,BLR,2005,0,0.001,0.036,0
Belarus,BLR,2006,0,0.001,0.035,0.002
Belarus,BLR,2007,0,0.001,0.035,0.014
Belarus,BLR,2008,0,0.001,0.039,0.033
Belarus,BLR,2009,0,0.001,0.045,0.06
Belarus,BLR,2010,0,0.001,0.045,0.084
Belarus,BLR,2011,0,0.004,0.042,0.095
Belarus,BLR,2012,0,0.006,0.072,0.095
Belarus,BLR,2013,0.0004,0.008,0.138,0.082
Belarus,BLR,2014,0.002,0.009,0.121,0.079
Belarus,BLR,2015,0.009,0.039,0.111,0.094
Belarus,BLR,2016,0.026,0.073,0.142,0.094
Belarus,BLR,2017,0.089,0.097,0.406,0.106
Belarus,BLR,2018,0.118,0.099,0.324,0.109
Belarus,BLR,2019,0.179,0.166,0.351,0.11
Belarus,BLR,2020,0.181743295,0.183883978,0.353340883,0.11206379
Belgium,BEL,1965,0,0,0.272,0
Belgium,BEL,1966,0,0,0.299,0
Belgium,BEL,1967,0,0,0.238,0
Belgium,BEL,1968,0,0,0.244,0
Belgium,BEL,1969,0,0,0.23,0
Belgium,BEL,1970,0,0,0.246,0
Belgium,BEL,1971,0,0,0.134,0
Belgium,BEL,1972,0,0,0.18,0
Belgium,BEL,1973,0,0,0.171,0.116
Belgium,BEL,1974,0,0,0.24,0.108
Belgium,BEL,1975,0,0,0.183,0.083
Belgium,BEL,1976,0,0,0.109,0.057
Belgium,BEL,1977,0,0,0.224,0.247
Belgium,BEL,1978,0,0,0.223,0.26
Belgium,BEL,1979,0,0,0.234,0.315
Belgium,BEL,1980,0,0,0.278,0.3
Belgium,BEL,1981,0,0,0.381,0.291
Belgium,BEL,1982,0,0,0.333,0.046
Belgium,BEL,1983,0,0,0.336,0.022
Belgium,BEL,1984,0,0,0.351,0.024
Belgium,BEL,1985,0,0,0.287,0.053
Belgium,BEL,1986,0,0,0.343,0.119
Belgium,BEL,1987,0,0.006,0.429,0.142
Belgium,BEL,1988,0,0.008,0.359,0.18
Belgium,BEL,1989,0,0.007,0.305,0.191
Belgium,BEL,1990,0,0.007,0.266,0.282
Belgium,BEL,1991,0,0.008,0.229,0.299
Belgium,BEL,1992,0,0.009,0.341,0.267
Belgium,BEL,1993,0,0.008,0.254,0.245
Belgium,BEL,1994,0,0.009,0.346,0.245
Belgium,BEL,1995,0,0.009,0.338,0.321
Belgium,BEL,1996,0,0.008,0.239,0.314
Belgium,BEL,1997,0,0.008,0.305,0.275
Belgium,BEL,1998,0,0.011,0.389,0.359
Belgium,BEL,1999,0,0.013,0.341,0.496
Belgium,BEL,2000,0,0.016,0.46,0.568
Belgium,BEL,2001,0,0.037,0.441,0.597
Belgium,BEL,2002,0,0.057,0.36,0.721
Belgium,BEL,2003,0,0.088,0.247,0.857
Belgium,BEL,2004,0.001,0.142,0.317,1.037
Belgium,BEL,2005,0.001,0.227,0.288,1.59
Belgium,BEL,2006,0.002,0.366,0.359,2.225
Belgium,BEL,2007,0.006,0.491,0.389,2.6
Belgium,BEL,2008,0.042,0.637,0.41,3.329
Belgium,BEL,2009,0.166,0.996,0.328,3.949
Belgium,BEL,2010,0.56,1.292,0.312,4.330428
Belgium,BEL,2011,1.169,2.312,0.196,4.699934
Belgium,BEL,2012,2.148,2.751,0.357,5.202093
Belgium,BEL,2013,2.644,3.665,0.38,4.98362
Belgium,BEL,2014,2.8862,4.6153,0.2952,4.4732
Belgium,BEL,2015,3.0563,5.574,0.3184,5.5637
Belgium,BEL,2016,3.0952,5.4377,0.37,5.4499
Belgium,BEL,2017,3.3076,6.5137,0.2701,5.777
Belgium,BEL,2018,3.9029,7.4647,0.3135,5.4708
